gene	transcript	n_transcript	n_gene
DTNB	NM_021907.4,NM_001320932.1,NM_001351393.1,NM_001351395.1,NM_001320935.1,NM_183360.2,NM_001256303.1,NM_001256308.2,NM_001351381.1,NM_001351394.1,NM_001351388.1,NR_147180.1,NM_001351385.1,NM_001351382.1,NM_001351386.1,NM_001351387.1,NM_033147.3,NM_183361.2,NM_001351390.1,NM_001351384.1,NM_033148.3,NM_001351383.1,NM_001256304.2,NM_001320934.1,NM_001351392.1,NM_001320933.1,NM_001351391.2,NM_001320936.1,NM_001351389.2,NM_001320937.2	30	1
ASXL2	NM_001369346.1,NM_018263.6,NM_001369347.1	3	1
GAREM2	NM_001168241.2,NM_001191033.1	2	1
HADHB	NM_001281512.1,NM_000183.3,NM_001281513.2	3	1
ADGRF3	NM_001145169.1,NM_001321971.2,NM_001321975.2,NM_153835.4,NR_135916.2,NM_001145168.1	6	1
SELENOI	NR_137633.2,NM_033505.4	2	1
OTOF	NM_001287489.2,NM_004802.4,NM_194322.3,NM_194248.3,NM_194323.3	5	1
FAM166C	NM_001322426.2,NM_001105519.3	2	1
CENPA	NM_001042426.1,NM_001809.4	2	1
DPYSL5	NM_020134.4,NM_001253723.1,NM_001253724.1	3	1
MAPRE3	NM_012326.4,NM_001303050.2	2	1
TMEM214	NM_001083590.2,NM_017727.5	2	1
AGBL5	NR_138023.1,NM_021831.6,NM_001035507.3,NR_104246.2	4	1
KHK	NM_000221.3,NM_006488.3	2	1
CGREF1	NM_001166240.1,NM_001301324.1,NM_006569.6,NM_001166239.2	4	1
PREB	NM_013388.6,NR_138479.1,NM_001330485.1,NM_001330487.1,NM_001330486.1,NM_001330484.1	6	1
SLC5A6	NR_028323.1,NM_021095.4	2	1
ATRAID	NM_001170795.2,NM_016085.5	2	1
CAD	NM_004341.5,NM_001306079.1	2	1
SLC30A3	NM_001318951.2,NM_001318949.2,NM_003459.5,NM_001318950.1	4	1
DNAJC5G	NM_001303128.2,NR_130126.2,NM_001303127.2,NM_173650.3	4	1
TRIM54	NM_187841.3,NM_032546.4	2	1
GTF3C2	NM_001318909.1,NM_001521.3,NM_001035521.2	3	1
EIF2B4	NM_001318967.1,NM_001318968.1,NM_172195.3,NM_001318966.1,NM_001318965.1,NM_001034116.1,NM_015636.3,NM_001318969.1	8	1
SNX17	NM_001267060.1,NR_049787.2,NM_001267059.2,NR_049784.2,NR_049786.2,NR_049782.2,NM_001267061.2,NM_014748.4,NR_049785.2,NR_049788.2,NR_049783.2	11	1
ZNF513	NM_001201459.1,NM_144631.6	2	1
NRBP1	NM_001321357.1,NM_001321359.2,NM_001321363.2,NM_001321362.2,NM_001321358.2,NM_013392.4,NM_001321361.2	7	1
KRTCAP3	NM_001168364.1,NM_173853.4,NM_001321325.2	3	1
ZNF512	NM_001271288.1,NM_001271289.1,NM_001271287.1,NM_001271318.1,NM_001271286.1,NM_032434.4	6	1
CCDC121	NM_024584.4,NM_001142683.2	2	1
GPN1	NM_001145048.1,NM_001145047.1,NM_001145049.1,NR_026735.1,NM_007266.4	5	1
SUPT7L	NM_014860.3,NM_001282732.1,NM_001282730.1,NM_001282731.1,NM_001282729.1	5	1
MRPL33	NM_145330.2,NM_004891.4	2	1
RBKS+BABAM2-AS1	NM_001287580.1,NM_022128.3,NR_028308.1	3	2
BABAM2	NM_001329112.1,NM_004899.4,NM_199192.2,NR_137437.1,NM_199193.2,NR_137439.1,NM_001329115.1,NM_199194.2,NR_137440.1,NM_199191.2,NR_137438.1,NM_001329113.1,NM_001329114.1,NM_001261840.2	14	1
PLB1	NM_153021.5,NM_001170585.1,NR_138141.1	3	1
PPP1CB	NM_206876.1,NM_002709.3	2	1
SPDYA	NM_182756.4,NM_001142634.2,NM_001008779.1	3	1
TOGARAM2	NM_001321538.2,NM_199280.3,NM_001321539.2	3	1
CLIP4	NM_001287528.1,NR_109844.1,NM_024692.6,NM_001287527.2	4	1
ALK	NM_004304.5,NM_001353765.1	2	1
YPEL5	NM_016061.3,NM_001127400.2,NM_001127401.2,NM_001127399.2	4	1
LCLAT1	NM_001304445.2,NM_182551.5,NM_001304446.2,NM_001002257.3	4	1
GALNT14	NM_001253827.1,NM_001253826.2,NM_001329095.2,NM_001329097.2,NM_024572.4,NM_001329096.2	6	1
CAPN14	NM_001145122.2,NM_001321270.1	2	1
MEMO1	NM_001371918.1,NM_001371917.1,NM_015955.4,NM_001371921.1,NR_126032.2,NR_163995.1,NR_163996.1,NM_001301833.3,NM_001371914.1,NM_001301852.3,NM_001371915.1,NM_001137602.3,NM_001371920.1,NR_126034.3,NM_001371913.1,NR_163998.1,NM_001371912.1,NM_001371916.1,NR_163997.1	19	1
DPY30	NM_001321210.2,NR_135585.1,NR_135587.1,NM_032574.3,NM_001321209.2	5	1
SPAST	NM_001363823.1,NM_014946.3,NM_001363875.1,NM_199436.1	4	1
SLC30A6	NM_001193514.2,NM_001193515.2,NM_017964.5,NM_001193513.3,NM_001330477.2,NM_001330478.2,NM_001330479.2,NM_001330476.2	8	1
NLRC4	NM_001302504.1,NM_021209.4,NM_001199139.1,NM_001199138.2	4	1
TTC27	NM_017735.5,NM_001193509.2	2	1
LINC00486	NR_027098.2,NR_027099.2,NR_027097.2	3	1
LTBP1	NM_206943.3,NM_001166264.1,NM_000627.3,NM_001166265.1,NM_001166266.1	5	1
RASGRP3	NM_001349978.2,NM_170672.3,NM_001349975.2,NM_001349979.2,NM_001349976.2,NM_001139488.2,NM_001349977.2,NM_001349980.2,NM_001349981.2,NM_015376.2	10	1
FAM98A	NM_015475.5,NM_001304538.1	2	1
FEZ2	NM_005102.3,NM_001042548.2	2	1
VIT	NM_001177969.1,NM_001177970.2,NM_001328661.2,NM_053276.4,NM_001177971.2,NM_001177972.2	6	1
GPATCH11	NM_174931.3,NM_001371860.1,NR_163987.1,NM_001371858.1,NM_001371856.1,NM_001278505.2,NR_163986.1,NM_001371859.1,NM_001371861.1,NM_001371862.1,NM_001322249.2	11	1
EIF2AK2	NM_001135651.3,NM_001135652.2,NM_002759.3	3	1
SULT6B1	NM_001032377.2,NM_001367551.1	2	1
CEBPZOS	NM_001322376.2,NM_001322374.2,NM_001322375.2,NM_001322373.2,NR_136316.2	5	1
NDUFAF7	NR_146402.1,NR_146405.1,NM_001350024.2,NR_146408.2,NM_001350027.2,NR_146403.2,NR_146409.2,NR_146410.2,NM_144736.5,NR_146401.2,NR_146407.2,NM_001350025.2,NR_146406.2,NR_146404.2,NM_001083946.2	15	1
CDC42EP3	NM_001371570.1,NM_001270436.2,NM_001371569.1,NM_001270437.2,NM_006449.5,NM_001270438.2	6	1
LINC00211	NR_110012.1,NR_110011.1	2	1
RMDN2	NM_001170791.3,NM_001322212.2,NM_001322211.1,NM_001170792.2,NM_001170793.2,NM_144713.5	6	1
ATL2	NM_022374.5,NM_001330463.2,NM_001330461.2,NM_001330464.2,NM_001135673.4,NM_001330460.1,NM_001330462.1,NM_001330459.1,NM_001308076.1,NM_001330458.1	10	1
HNRNPLL	NM_138394.4,NM_001142650.1	2	1
SRSF7	NM_001363802.1,NM_001195446.1,NM_001031684.3	3	1
DHX57	NM_001329963.1,NM_198963.3	2	1
ARHGEF33	NM_001367623.2,NM_001145451.4	2	1
CDKL4	NR_144521.1,NM_001009565.2,NR_144520.1,NM_001346911.1	4	1
MAP4K3	NM_001270425.2,NM_003618.4	2	1
TMEM178A	NM_001167959.1,NM_152390.3	2	1
THUMPD2	NM_001321479.1,NM_001321481.1,NM_001321470.1,NM_001321468.1,NM_001321478.1,NR_135663.1,NR_028102.1,NR_135664.1,NR_135660.1,NR_135662.1,NR_135659.1,NM_001321474.1,NR_135661.1,NM_001321475.1,NM_001321469.1,NM_001321477.1,NM_001321480.1,NM_025264.5	18	1
SLC8A1	NM_001372263.1,NM_021097.4,NM_001351490.2,NM_001351494.2,NM_001351488.2,NM_001252624.2,NM_001112802.2,NM_001351492.2,NM_001351484.2,NM_001351483.2,NM_001112801.3,NM_001351486.2,NM_001351491.2,NM_001351493.2,NM_001351489.2,NM_001351487.2,NM_001112800.2,NM_001351485.2	18	1
LINC01914	NR_110262.1,NR_110263.1	2	1
EML4	NM_019063.5,NM_001145076.3	2	1
COX7A2L	NM_001319038.2,NM_004718.4,NR_134948.1,NM_001319040.1,NM_001319037.1,NM_001319036.1,NR_134947.1	7	1
KCNG3	NM_172344.3,NM_133329.6	2	1
MTA3	NM_001282755.1,NM_001282756.1,NM_020744.3,NM_001330443.2,NM_001330444.2,NM_001330442.2	6	1
THADA	NM_001083953.1,NM_001345924.1,NM_022065.4,NR_144316.1,NM_001345923.1,NM_001345925.1,NR_073394.1,NM_001271643.2,NM_001271644.2	9	1
DYNC2LI1	NM_001348912.1,NM_016008.4,NM_015522.3,NM_001348913.1,NM_001193464.2	5	1
ABCG8	NM_022437.3,NM_001357321.2	2	1
PPM1B	NM_177969.3,NM_177968.4,NM_002706.6,NM_001033557.3	4	1
PREPL	NM_001042386.2,NM_006036.4,NM_001171617.1,NM_001171603.1,NM_001042385.2,NM_001171613.1,NM_001171606.1	7	1
LINC01833	NR_147195.1,NR_147194.1	2	1
SIX3-AS1	NR_103785.1,NR_103786.1	2	1
ATP6V1E2	NM_001371282.1,NM_001371283.1,NM_001318063.2,NM_001371281.1	4	1
PIGF	NM_173074.3,NM_002643.4	2	1
SOCS5	NM_014011.4,NM_144949.3	2	1
MCFD2	NM_001171508.2,NM_001171511.2,NM_001171507.2,NM_001171506.2,NM_001171510.3,NM_001171509.3,NM_139279.6	7	1
TTC7A	NM_001288953.2,NM_001288955.2,NM_020458.4,NM_001288951.2	4	1
STPG4	NM_001163561.2,NM_173649.3	2	1
CALM2	NM_001305624.1,NM_001305625.1,NM_001305626.1,NM_001743.6	4	1
EPCAM-DT	NR_110208.1,NR_110207.1	2	1
MSH2	NM_001258281.1,NM_000251.3	2	1
MSH6	NM_000179.2,NM_001281493.1,NM_001281492.1,NM_001281494.1	4	1
FBXO11	NM_025133.4,NM_001190274.1	2	1
PPP1R21	NM_001135629.3,NR_024188.3,NM_152994.5,NM_001193475.1	4	1
STON1+GTF2A1L+STON1-GTF2A1L	NM_001198593.1,NM_006873.3,NM_001198595.1,NM_172311.3,NM_001198594.1,NM_001193487.2,NM_006872.5	7	3
FSHR	NM_181446.3,NM_000145.4	2	1
NRXN1	NM_001330078.2,NM_001330097.1,NM_138735.4,NM_001330086.1,NM_001330082.1,NM_001330095.1,NM_001330091.1,NM_001330077.1,NM_001320157.3,NM_004801.5,NM_001330085.1,NM_001330087.1,NM_001330092.1,NM_001320156.3,NM_001330094.1,NM_001330096.1,NM_001135659.2,NM_001330084.1,NM_001330083.1,NM_001330093.1,NM_001330088.1,NM_001330081.2,NM_001330090.1,NM_001330079.2,NM_001330089.1	25	1
GPR75-ASB3+ASB3+GPR75	NM_016115.5,NM_145863.3,NM_001201965.2,NM_001164165.1,NM_006794.4	5	3
CHAC2	NM_001346127.1,NM_001008708.4	2	1
ERLEC1	NM_001127397.2,NM_001127398.2,NM_015701.5	3	1
ACYP2	NM_001320587.2,NM_001320586.2,NM_138448.4,NM_001320590.2,NM_001320589.2,NM_001320588.2	6	1
C2orf73	NM_001369403.1,NM_001100396.2,NM_001369401.1	3	1
SPTBN1	NM_003128.3,NM_178313.2	2	1
RTN4	NM_207520.2,NR_135830.2,NM_020532.5,NM_207521.2,NR_135829.1,NM_001321863.2,NM_001321859.2,NM_001321904.2,NM_001321862.1,NM_001321861.1,NM_007008.3,NM_153828.3,NM_001321860.1	13	1
CLHC1	NR_148541.2,NM_152385.4,NR_148538.2,NM_001353783.2,NM_001353779.2,NR_148542.2,NM_001353787.2,NM_001353782.2,NM_001353784.2,NM_001353786.2,NR_148540.2,NM_001353780.2,NR_148543.2,NM_001135598.1,NM_001353785.2,NR_148539.2,NM_001353781.2	17	1
RPS27A	NM_001135592.2,NM_002954.5,NM_001177413.1	3	1
MTIF2	NM_002453.3,NM_001321004.1,NM_001321002.1,NM_001005369.1,NM_001321005.1,NM_001321001.1,NM_001321003.1	7	1
CCDC88A	NM_001365480.1,NM_001254943.2,NM_001135597.2,NM_018084.5	4	1
CFAP36	NM_001282761.1,NM_080667.6	2	1
PPP4R3B	NM_001282850.2,NM_001122964.3,NM_020463.4	3	1
EFEMP1	NM_001039348.3,NM_001039349.3	2	1
CCDC85A	NM_001080433.2,NM_001348512.1,NM_001348514.1,NM_001348516.1,NM_001348513.1,NM_001348515.1	6	1
VRK2	NM_001288837.1,NM_001288838.1,NM_001130482.2,NM_001130483.2,NM_001288839.1,NM_001130480.2,NM_006296.6,NM_001288836.1,NM_001130481.2	9	1
FANCL	NM_001114636.1,NR_156742.1,NM_018062.3	3	1
MIR4432HG	NR_132992.1,NR_132991.1	2	1
BCL11A	NM_138559.2,NM_018014.4,NM_001363864.1,NM_022893.4,NM_001365609.1	5	1
REL	NM_001291746.2,NM_002908.4	2	1
PUS10	NM_144709.4,NM_001322123.1,NM_001322124.1,NM_001322127.1	4	1
KIAA1841	NM_001330432.1,NM_001330434.1,NM_001129993.3,NM_001330433.2,NM_001330435.2,NM_032506.3,NM_001330436.1	7	1
C2orf74	NM_001143960.2,NM_001316317.1,NM_001367069.1,NM_001367071.1,NM_001367070.1,NM_001143959.2	6	1
AHSA2P	NR_152215.1,NR_152212.1,NR_152213.1,NR_152216.1,NR_152210.1,NR_152211.1	6	1
FAM161A	NM_001201543.2,NR_037710.2,NM_032180.3	3	1
CCT4	NM_006430.4,NM_001256721.1	2	1
COMMD1	NM_001371765.1,NM_001321781.2,NM_001321782.2,NM_152516.3	4	1
B3GNT2	NM_006577.6,NM_001319075.1	2	1
EHBP1	NM_001142615.3,NM_001354212.1,NM_001354214.1,NM_001354218.1,NM_001354215.1,NM_001354213.1,NM_001354220.1,NM_001142614.2,NM_015252.5,NM_001142616.3,NM_001354221.2,NM_001354219.2,NM_001354222.2,NM_001354216.2,NM_001354217.1	15	1
LOC100132215	NR_027069.1,NR_033389.1	2	1
OTX1	NM_001199770.2,NM_014562.4,NR_130153.2	3	1
WDPCP	NM_015910.7,NM_001354044.2,NR_148704.2,NR_148705.2,NM_001042692.3,NR_122106.2,NM_001354045.2	7	1
MDH1	NM_001316374.2,NM_005917.4,NM_001199111.1,NM_001199112.1	4	1
UGP2	NM_001001521.1,NM_006759.3	2	1
VPS54	NM_001005739.2,NM_016516.3	2	1
AFTPH	NM_203437.3,NM_001002243.3,NM_017657.5	3	1
SLC1A4	NM_001193493.2,NM_001348407.2,NM_001348406.2,NM_003038.5	4	1
CEP68	NM_001319101.2,NR_134966.2,NM_001319100.2,NM_015147.3	4	1
RAB1A	NM_004161.5,NM_015543.1	2	1
ACTR2	NM_001005386.2,NM_005722.3	2	1
SPRED2	NM_001128210.2,NM_181784.3	2	1
LINC01797	NR_110265.1,NR_110264.1	2	1
C1D	NM_001190263.2,NM_001190265.2,NM_006333.4,NM_173177.3	4	1
WDR92	NM_138458.4,NR_046234.2,NM_001256476.2	3	1
PNO1	NR_138146.1,NM_001329916.1,NM_020143.4,NM_001329917.2	4	1
CNRIP1	NM_001111101.2,NM_001371604.1,NR_163970.1,NM_001371608.1,NM_001371607.1,NM_001371605.1,NR_163971.1,NR_163969.1,NM_015463.3,NM_001371606.1	10	1
FBXO48	NM_001024680.3,NR_133923.2	2	1
ARHGAP25	NM_001364819.1,NM_001166277.2,NM_001007231.3,NM_001364820.1,NM_001364821.1,NM_014882.3,NM_001166276.2	7	1
ANTXR1	NM_032208.2,NM_053034.2,NM_018153.3	3	1
GFPT1	NM_001244710.1,NM_002056.4	2	1
NFU1	NR_045632.2,NM_015700.4,NR_045631.2,NM_001002755.3,NM_001002756.2	5	1
AAK1	NM_014911.4,NM_001371577.1,NM_001371575.1	3	1
ANXA4	NM_001320698.2,NM_001320702.2,NM_001153.5,NM_001320700.2,NM_001365496.2	5	1
LOC107985770	NR_164153.1,NR_164155.1	2	1
SNRNP27	NR_037862.2,NM_006857.3	2	1
MXD1	NM_001202514.1,NM_002357.4,NM_001202513.2	3	1
PCBP1-AS1+ASPRV1	NM_152792.2,NR_033872.1	2	2
C2orf42	NM_001348763.1,NR_145972.1,NR_145971.1,NM_001348764.1,NM_001348758.1,NR_145970.2,NM_017880.3,NR_145968.2,NR_145969.2,NR_145967.2,NM_001348762.2,NM_001348761.2,NM_001348760.2,NM_001348759.2	14	1
TIA1	NM_001351514.2,NM_001351512.1,NM_022173.4,NR_147230.2,NR_147232.2,NM_001351511.1,NR_147225.2,NM_001351513.1,NR_147218.1,NR_147231.2,NM_001351508.2,NR_147229.2,NM_001351515.2,NM_001351517.2,NR_147222.2,NR_147219.2,NR_147216.1,NM_001351525.2,NR_147227.2,NR_147226.2,NM_022037.4,NR_147217.1,NR_147223.2,NR_147220.2,NM_001351524.2,NM_001351510.2,NR_147221.2,NR_147228.2,NR_147224.2,NM_001351509.2,NM_001351516.2,NM_001351518.1,NM_001351520.2,NM_001351523.2,NM_001351519.2,NM_001351522.2,NM_001351521.2	37	1
SNRPG	NM_001317167.1,NM_001317169.1,NM_003096.4,NM_001317168.1,NM_001317165.1,NM_001317171.1,NM_001317166.1	7	1
FAM136A	NM_001329755.2,NM_032822.3,NM_001329758.2,NM_001329752.2,NM_001329753.2,NM_001329757.2	6	1
TGFA	NM_003236.4,NM_001308159.2,NM_001099691.3,NM_001308158.2	4	1
ADD2	NM_017488.4,NM_001617.4,NM_001185054.1,NM_001185055.2,NM_017482.4	5	1
CLEC4F	NM_001321308.2,NM_173535.3,NM_001258027.2	3	1
ATP6V1B1-AS1	NR_110274.1,NR_110273.1	2	1
ANKRD53	NM_001369683.1,NM_024933.4,NM_001115116.2	3	1
NAGK	NM_001330426.2,NM_001330425.3,NM_017567.6,NM_001365466.2	4	1
ZNF638	NM_001252613.1,NM_001014972.2,NM_001252612.1,NM_014497.5	4	1
DYSF	NM_001130976.2,NM_003494.4,NM_001130977.2,NM_001130979.2,NM_001130980.2,NM_001130978.2,NM_001130981.2,NM_001130986.2,NM_001130455.2,NM_001130982.2,NM_001130987.2,NM_001130983.2,NM_001130985.2,NM_001130984.2	14	1
CYP26B1	NM_019885.3,NM_001277742.1	2	1
EXOC6B	NM_001321729.2,NM_001321730.2,NM_001321734.2,NM_001321733.2,NM_001321731.2,NR_135773.2,NM_015189.3,NR_135774.2	8	1
SFXN5	NM_001330411.2,NM_001330410.2,NM_001330401.2,NM_001330404.2,NM_001371738.1,NM_001330402.2,NM_001371742.1,NR_138476.2,NM_001330406.2,NM_001330400.2,NM_144579.3,NM_001371740.1,NM_001371737.1,NM_001371739.1,NM_001330407.2,NM_001330412.2,NM_001330403.2,NM_001330405.2,NM_001330408.2,NM_001371743.1,NM_001371741.1	21	1
RAB11FIP5	NM_001371272.1,NM_015470.3	2	1
PRADC1	NR_144358.1,NM_032319.3	2	1
CCT7	NM_001166284.1,NM_001009570.2,NM_001166285.1,NR_029403.1,NR_029402.1,NM_006429.4	6	1
FBXO41	NM_001371389.1,NM_001080410.4	2	1
TPRKB	NM_001330392.1,NM_001330390.1,NM_001330387.1,NM_001330388.1,NM_001330389.1,NM_001330386.1,NM_001330391.1,NM_016058.5	8	1
C2orf78	NM_001080474.2,NM_001353344.1	2	1
STAMBP	NM_001353971.1,NM_001353967.1,NM_201647.3,NM_001353972.1,NM_001353969.1,NM_001353973.1,NR_148668.2,NM_213622.4,NR_148671.2,NR_148669.2,NR_148670.2,NM_001353968.1,NM_001353970.1,NM_001353974.1,NM_001353975.1,NM_006463.5,NM_001353976.1	17	1
ACTG2	NM_001615.4,NM_001199893.2	2	1
DGUOK	NM_001318863.2,NM_080916.3,NM_001318859.2,NM_001318862.2,NR_134896.2,NR_134895.2,NR_134898.2,NR_134894.2,NM_001318861.2,NM_001318860.2,NR_134897.2,NM_080918.3,NR_134893.2	13	1
DGUOK-AS1	NR_104030.1,NR_104029.1	2	1
TET3	NM_001287491.2,NM_001366022.1	2	1
BOLA3	NM_001035505.2,NM_212552.3	2	1
BOLA3-AS1	NR_045636.1,NR_045634.1,NR_045637.1	3	1
MOB1A	NM_001317110.2,NM_018221.5,NM_001317112.2,NM_001317111.1	4	1
MTHFD2	NR_027405.1,NM_006636.4	2	1
SLC4A5	NM_133478.3,NM_021196.3	2	1
DCTN1	NM_001190836.1,NM_023019.3,NR_033935.1,NM_001190837.1,NM_001135041.2,NM_001135040.2,NM_004082.4	7	1
DCTN1-AS1	NR_024463.2,NR_158174.1,NR_158173.1,NR_158172.1	4	1
C2orf81	NM_001145054.1,NM_001316765.2,NM_001316764.3,NM_001316766.2	4	1
WDR54	NM_001320823.2,NM_032118.4,NM_001320824.2,NM_001320825.2	4	1
RTKN	NM_001015055.2,NM_033046.2,NM_001015056.1	3	1
INO80B+INO80B-WBP1+WBP1	NR_037849.1,NM_031288.4,NM_012477.4	3	3
MOGS	NM_001146158.2,NM_006302.3	2	1
CCDC142	NM_001365575.2,NM_032779.4	2	1
TTC31	NR_027749.2,NM_022492.5	2	1
LBX2	NM_001282430.2,NM_001009812.2	2	1
LBX2-AS1	NR_024606.2,NR_152616.1	2	1
AUP1	NR_126510.2,NM_181575.5,NR_126511.2	3	1
HTRA2	NR_135770.1,NM_013247.4,NM_001321727.1,NM_145074.2,NM_001321728.1,NR_135771.1,NR_135769.1,NR_135772.1	8	1
LOXL3	NM_001289164.3,NM_032603.5,NM_001289165.2	3	1
DOK1	NM_001197260.1,NM_001318868.1,NM_001318869.1,NM_001318867.1,NM_001381.4,NM_001318866.1	6	1
M1AP	NM_138804.4,NM_001321739.2,NM_001281296.1,NM_001281295.2	4	1
SEMA4F	NM_001271662.1,NR_073399.2,NM_004263.5,NR_073398.2,NM_001271661.2	5	1
HK2	NM_000189.5,NM_001371525.1	2	1
TACR1	NM_001058.4,NM_015727.3	2	1
EVA1A	NM_001369525.1,NM_001369524.1,NM_032181.3,NM_001135032.2	4	1
GCFC2	NM_001201334.2,NM_003203.5,NM_001201335.2	3	1
LRRTM4	NM_001282924.2,NM_001330370.1,NR_146416.1,NM_001134745.2,NM_024993.6,NM_001282928.3	6	1
LOC105374820	NR_136312.1,NR_136311.1	2	1
REG3G	NM_198448.4,NM_001008387.3,NM_001270040.2	3	1
REG3A	NM_138938.2,NM_002580.3,NM_138937.3	3	1
CTNNA2	NM_001282597.2,NM_001164883.1,NM_004389.3,NM_001282598.1,NM_001320810.1,NM_001282600.1,NM_001282599.1	7	1
TRABD2A	NM_001277053.2,NM_001080824.3,NM_001307978.2	3	1
TGOLN2	NM_001368096.1,NM_001206844.2,NM_001368095.1,NM_006464.4	4	1
ELMOD3	NR_138132.2,NM_001135022.2,NR_138133.2,NM_001329792.2,NM_001329793.2,NM_001329791.2,NR_138131.2,NM_001135021.2,NM_001135023.2	9	1
CAPG	NM_001320734.1,NM_001320733.1,NM_001256139.1,NM_001256140.1,NM_001320732.1,NM_001747.4	6	1
GGCX	NM_000821.7,NM_001142269.4,NM_001311312.2	3	1
TMEM150A	NM_001369917.1,NM_001031738.3,NM_153342.3	3	1
USP39	NR_046347.2,NM_001256727.1,NM_001256728.1,NM_001256725.2,NM_006590.4,NM_001256726.2	6	1
SFTPB	NM_001367281.1,NM_198843.3,NM_000542.5	3	1
GNLY	NM_012483.4,NM_006433.5,NM_001302758.2	3	1
ST3GAL5	NM_001354227.2,NM_001354233.2,NM_001354224.2,NM_003896.4,NM_001354229.2,NM_001042437.2,NM_001354223.2,NM_001354226.2,NM_001354248.1,NM_001354234.1,NM_001354247.1,NM_001354238.1,NM_001363847.1	13	1
IMMT	NM_001100169.1,NM_001100170.1,NM_006839.2	3	1
MRPL35	NM_145644.2,NM_001363782.1,NM_016622.4	3	1
REEP1	NM_001164730.2,NM_022912.3,NM_001164731.2,NM_001164732.2,NM_001371280.1,NM_001371279.1	6	1
KDM3A	NM_018433.6,NM_001146688.1	2	1
RNF103+RNF103-CHMP3+CHMP3	NR_036454.2,NM_001193517.2,NM_001005753.3,NM_001198954.1,NM_016079.4,NM_001198951.1,NM_005667.4,NM_001198952.2	8	3
CD8A	NM_001145873.1,NM_171827.3,NR_027353.1,NM_001768.6	4	1
CD8B	NM_001178100.1,NM_172213.4,NM_172101.4,NM_172102.4,NM_004931.5	5	1
CYTOR	NR_024205.3,NR_024204.2,NR_024206.2,NR_146461.1,NR_146460.1	5	1
KRCC1	NM_001304526.2,NM_016618.3	2	1
SMYD1	NM_198274.4,NM_001330364.2	2	1
THNSL2	NM_001244676.1,NM_001244678.1,NM_018271.4	3	1
EIF2AK3	NM_001313915.1,NM_004836.7	2	1
FAM95A+ANKRD20A8P	NR_038409.1,NR_003366.2	2	2
TEKT4	NM_001286559.2,NM_144705.4	2	1
MAL	NM_022439.2,NM_022438.2,NM_022440.2,NM_002371.4	4	1
MRPS5	NM_031902.5,NM_001321996.2,NR_136153.2,NR_136152.2,NM_001321995.1,NM_001321997.1	6	1
ZNF514	NM_032788.3,NM_001318005.1	2	1
ZNF2	NM_001291605.2,NM_001291604.2,NM_021088.4,NM_001282398.2,NM_001017396.3	5	1
PROM2	NM_144707.4,NM_001321070.2,NM_001165977.3,NM_001165978.3	4	1
KCNIP3	NM_013434.5,NM_001034914.2	2	1
GPAT2	NM_001321525.1,NM_207328.3,NM_001321528.1,NM_001321530.1,NM_001321527.1,NM_001321529.1,NM_001321526.1,NM_001321531.1	8	1
TMEM127	NM_001193304.3,NM_017849.3	2	1
ITPRIPL1	NM_001008949.2,NM_001163523.1,NM_001324490.1,NM_001163524.1,NM_178495.6	5	1
NCAPH	NM_001281711.2,NM_001281712.2,NM_015341.5,NM_001281710.2	4	1
NEURL3	NR_104346.1,NM_001285485.2,NM_001285486.2	3	1
ARID5A	NM_001319087.2,NM_001319094.2,NM_001319085.2,NM_001319093.2,NM_001319096.2,NM_212481.3,NM_001319092.1	7	1
KANSL3	NR_146101.2,NM_001349259.2,NR_146100.2,NM_001115016.3,NR_047653.2,NR_047654.2,NM_001349262.2,NR_047656.2,NR_047655.2,NR_146102.2,NR_047658.2,NM_001349257.2,NR_047657.2,NM_001349258.2,NR_146098.2,NR_146099.2,NM_001349260.2,NM_001349261.2,NM_001349256.2	19	1
LMAN2L	NM_001322352.1,NM_001322346.1,NM_001322356.1,NM_001322351.1,NM_001322347.1,NM_001322354.1,NM_001142292.1,NM_001322350.1,NM_030805.3,NM_001322355.1	10	1
CNNM3	NM_199078.3,NM_017623.5	2	1
FAM178B	NM_016490.4,NM_001172667.1,NM_001122646.3	3	1
FAHD2B	NM_199336.3,NM_001320848.1,NM_001320849.1	3	1
ANKRD36	NM_001354587.1,NM_198555.4	2	1
LOC100506076	NR_103732.1,NR_103733.1	2	1
ANKRD36B	NM_025190.3,NM_001353337.2	2	1
C2orf92	NR_038386.1,NM_001351368.1	2	1
ZAP70	NM_001079.3,NM_207519.1	2	1
VWA3B	NR_144298.2,NR_144297.2,NR_144296.2,NM_144992.5,NM_001345864.2	5	1
CNGA3	NM_001079878.2,NM_001298.3	2	1
INPP4A	NM_001351424.1,NM_001351425.2,NM_001134225.2,NM_001566.2,NM_001134224.1,NM_004027.3,NM_001351428.1,NM_001351426.1,NM_001351429.1,NM_001351427.1	10	1
UNC50	NM_014044.6,NM_001330354.1,NM_001330353.2	3	1
MGAT4A	NM_001160154.1,NM_012214.3	2	1
TSGA10	NM_001349013.2,NM_182911.4,NR_146001.2,NM_025244.4,NM_001349014.1,NM_001349012.1,NR_146054.1,NR_146055.2,NR_146053.2	9	1
C2orf15	NM_144706.3,NM_001317992.1	2	1
LIPT1	NM_145197.3,NM_145199.3,NM_145198.3,NR_037936.2,NM_015929.4,NM_001204830.1,NR_037935.1	7	1
MITD1	NM_001320419.2,NM_001320418.1,NM_001320417.2,NM_138798.3	4	1
