gene	transcript	n_transcript	n_gene
LINC01694	NR_146912.1	1	1
PCBP3-AS1	NR_038876.1	1	1
LOC101928796	NR_109931.1	1	1
COL6A1	NM_001848.3	1	1
FTCD-AS1	NM_001350598.1	1	1
SNORD159	NR_145780.1	1	1
MCM3AP	NM_003906.5	1	1
DIP2A-IT1	NR_046400.1	1	1
S100B	NM_006272.3	1	1
DUXAP8	NR_122113.1	1	1
BMS1P22	NR_133911.1	1	1
PSLNR	NR_132385.2	1	1
POTEH	NM_001136213.1	1	1
POTEH-AS1	NR_046571.1	1	1
OR11H1	NM_001005239.1	1	1
CCT8L2	NM_014406.5	1	1
TPTEP1	NR_001591.1	1	1
ANKRD62P1-PARP4P3	NR_040115.1	1	1
LINC01665	NR_134584.1	1	1
HSFY1P1	NR_003607.1	1	1
LINC01664	NR_103793.1	1	1
CECR3	NR_038398.2	1	1
LOC101929372	NM_001288707.1	1	1
MIR3198-1	NR_036168.1	1	1
LINC00528	NR_103718.1	1	1
MIR648	NR_030378.1	1	1
LINC01634	NR_024417.1	1	1
USP18	NM_017414.4	1	1
FAM230D	NR_136570.1	1	1
FAM230E	NR_136561.1	1	1
GGT3P	NR_003267.1	1	1
LOC102725072	NR_135922.1	1	1
FAM230F	NR_136571.1	1	1
DGCR6	NM_005675.6	1	1
DGCR9	NR_024159.1	1	1
DGCR10	NR_026651.1	1	1
DGCR11	NR_024157.1	1	1
TSSK2	NM_053006.5	1	1
GSC2	NM_005315.1	1	1
LINC01311	NR_103767.1	1	1
HIRA	NM_003325.4	1	1
LINC00895	NR_024381.1	1	1
ARVCF	NM_001670.3	1	1
MIR185	NR_029706.1	1	1
MIR6816	NR_106874.1	1	1
SNORA77B	NR_145765.1	1	1
CCDC188	NM_001365892.2	1	1
LOC284865	NR_038460.2	1	1
LINC00896	NR_026919.1	1	1
RTN4R	NM_023004.6	1	1
MIR1286	NR_031618.1	1	1
DGCR6L	NM_033257.4	1	1
FAM230A	NR_136560.1	1	1
GGTLC3	NM_001355479.1	1	1
TMEM191B	NM_001242313.1	1	1
PI4KAP1	NR_003563.1	1	1
RIMBP3	NM_015672.2	1	1
FAM230J	NR_136569.1	1	1
FAM230G	NR_136572.1	1	1
POM121L4P	NR_024592.1	1	1
TMEM191A	NR_026815.1	1	1
SERPIND1	NM_000185.4	1	1
SNAP29	NM_004782.4	1	1
LINC01637	NR_110537.1	1	1
LZTR1	NM_006767.4	1	1
TUBA3FP	NR_003608.1	1	1
SLC7A4	NM_004173.3	1	1
MIR649	NR_030379.1	1	1
P2RX6P	NR_002829.1	1	1
BCRP2	NR_037566.1	1	1
LOC102724728	NR_136575.1	1	1
FAM230B	NR_108107.1	1	1
GGT2	NM_001351304.1	1	1
POM121L8P	NR_024583.1	1	1
RIMBP3B	NM_001128635.1	1	1
HIC2	NM_015094.3	1	1
TMEM191C	NM_001207052.1	1	1
PI4KAP2	NR_003700.1	1	1
RIMBP3C	NM_001128633.1	1	1
SDF2L1	NM_022044.3	1	1
MIR301B	NR_030622.1	1	1
MIR130B	NR_029845.1	1	1
PPM1F	NM_014634.4	1	1
PPM1F-AS1	NR_147620.1	1	1
PRAMENP	NR_135291.1	1	1
BMS1P20	NR_027293.2	1	1
ZNF280A	NM_080740.5	1	1
LL22NC03-63E9.3	NR_027426.2	1	1
POM121L1P	NR_024591.1	1	1
MIR650	NR_030755.1	1	1
MIR5571	NR_049835.1	1	1
RSPH14	NM_014433.3	1	1
GNAZ	NM_002073.4	1	1
FBXW4P1	NR_033408.1	1	1
LINC02556	NR_149133.1	1	1
CES5AP1	NR_037839.1	1	1
ZDHHC8P1	NR_003950.1	1	1
LINC01659	NR_110538.1	1	1
FAM230I	NR_110539.1	1	1
PCAT14	NR_109832.1	1	1
DRICH1	NM_016449.4	1	1
GUSBP11	NR_024448.2	1	1
ZNF70	NM_021916.4	1	1
VPREB3	NM_013378.3	1	1
MIF-AS1	NR_038911.1	1	1
MIF	NM_002415.2	1	1
DDTL	NM_001084393.2	1	1
GSTT2	NR_126445.2	1	1
GSTT1-AS1	NR_132348.1	1	1
GSTTP2	NR_003082.1	1	1
SUSD2	NM_019601.4	1	1
POM121L9P	NR_003714.1	1	1
UPB1	NM_016327.3	1	1
LRRC75B	NM_207644.3	1	1
BCRP3	NR_024494.1	1	1
POM121L10P	NR_024593.1	1	1
TOP1P2	NR_001283.1	1	1
TMEM211	NM_001001663.3	1	1
KIAA1671	NM_001145206.1	1	1
KIAA1671-AS1	NR_038941.1	1	1
CRYBB3	NM_004076.5	1	1
CRYBB2	NM_000496.3	1	1
IGLL3P	NR_029395.1	1	1
MIR6817	NR_106875.1	1	1
ASPHD2	NM_020437.5	1	1
SRRD	NM_001013694.3	1	1
LOC100507599	NR_144529.1	1	1
MIR548J	NR_031615.1	1	1
CRYBB1	NM_001887.4	1	1
CRYBA4	NM_001886.3	1	1
LOC110091768	NR_146604.1	1	1
LINC01422	NR_110540.1	1	1
LOC284898	NM_001318329.1	1	1
LOC105372977	NM_001318392.1	1	1
LINC01638	NM_001350812.2	1	1
LINC02554	NR_134581.1	1	1
MN1	NM_002430.3	1	1
MIR3199-1	NR_036169.1	1	1
MIR3199-2	NR_036170.1	1	1
TTC28	NM_001145418.1	1	1
MIR5739	NR_106713.1	1	1
ZNRF3-AS1	NR_046851.1	1	1
C22orf31	NM_015370.1	1	1
RASL10A	NM_006477.5	1	1
SNORD125	NR_003686.1	1	1
RFPL1S	NR_002727.2	1	1
RFPL1	NM_021026.2	1	1
NEFH	NM_021076.4	1	1
CABP7	NM_182527.3	1	1
MIR6818	NR_106876.1	1	1
HORMAD2-AS1	NR_110541.2	1	1
LIF-AS1	NR_149070.1	1	1
LOC91370	NR_148946.1	1	1
CASTOR1	NM_001037666.2	1	1
SF3A1	NM_005877.6	1	1
KIAA1656	NR_046312.1	1	1
RNF215	NM_001017981.2	1	1
LOC105372990	NR_148046.1	1	1
SDC4P	NR_001580.1	1	1
MIR3200	NR_036171.1	1	1
LOC107985544	NR_146603.1	1	1
MORC2-AS1	NR_026920.1	1	1
SELENOM	NM_080430.4	1	1
PLA2G3	NM_015715.5	1	1
MIR3928	NR_037496.1	1	1
PIK3IP1-AS1	NR_110542.1	1	1
LINC01521	NR_120386.1	1	1
DRG1	NM_004147.4	1	1
PRR14L	NM_173566.3	1	1
YWHAH	NM_003405.4	1	1
LINC02558	NR_149128.1	1	1
AP1B1P1	NR_040114.1	1	1
C22orf42	NM_001010859.3	1	1
SLC5A4-AS1	NR_149072.1	1	1
SLC5A4	NM_014227.3	1	1
LOC339666	NR_038918.1	1	1
RTCB	NM_014306.5	1	1
BPIFC	NM_174932.2	1	1
TIMP3	NM_000362.4	1	1
LINC01640	NR_134617.1	1	1
MIR4764	NR_039921.1	1	1
SNORA50B	NR_145833.1	1	1
ISX-AS1	NR_138042.1	1	1
ISX	NM_001303508.2	1	1
LINC01399	NR_126356.1	1	1
MIR3909	NR_037471.1	1	1
MIR6069	NR_106717.1	1	1
HMOX1	NM_002133.3	1	1
MCM5	NM_006739.4	1	1
APOL6	NM_030641.4	1	1
APOL5	NM_030642.1	1	1
MYH9	NM_002473.5	1	1
MIR6819	NR_106877.1	1	1
TXN2	NM_012473.4	1	1
CACNG2	NM_006078.4	1	1
LOC105373021	NR_134623.1	1	1
NCF4-AS1	NR_147197.1	1	1
CSF2RB	NM_000395.3	1	1
LL22NC01-81G9.3	NR_038954.1	1	1
RAC2	NM_002872.5	1	1
LOC100506271	NR_110515.1	1	1
CARD10	NM_014550.4	1	1
CDC42EP1	NM_152243.3	1	1
LGALS2	NM_006498.3	1	1
LOC101927051	NR_109952.1	1	1
PDXP	NM_020315.5	1	1
LGALS1	NM_002305.4	1	1
NOL12	NM_024313.3	1	1
H1-0	NM_005318.3	1	1
GALR3	NM_003614.2	1	1
MIR659	NR_030396.1	1	1
MICALL1	NM_033386.4	1	1
MIR6820	NR_106878.1	1	1
SOX10	NM_006941.4	1	1
MIR4534	NR_039759.1	1	1
SLC16A8	NM_013356.2	1	1
BAIAP2L2	NM_025045.6	1	1
SNORA92	NR_132774.1	1	1
LOC105373031	NR_134627.1	1	1
TOMM22	NM_020243.5	1	1
GTPBP1	NM_004286.5	1	1
DNAL4	NM_005740.3	1	1
NPTXR	NM_014293.4	1	1
APOBEC3B-AS1	NR_104187.1	1	1
APOBEC3C	NM_014508.3	1	1
SNORD83B	NR_000028.1	1	1
SNORD83A	NR_000027.1	1	1
SNORD139	NR_000026.1	1	1
SNORD43	NR_002439.1	1	1
MGAT3-AS1	NR_126469.1	1	1
ENTHD1	NM_152512.4	1	1
FAM83F	NM_138435.4	1	1
LOC114841040	NR_163486.1	1	1
MRTFA-AS1	NR_109965.1	1	1
MCHR1	NM_005297.3	1	1
MIR4766	NR_039923.1	1	1
DNAJB7	NM_145174.2	1	1
RBX1	NM_014248.4	1	1
SNORD140	NR_132979.2	1	1
MIR1281	NR_031694.1	1	1
EP300-AS1	NR_110514.1	1	1
L3MBTL2	NM_031488.5	1	1
L3MBTL2-AS1	NR_148200.1	1	1
CHADL	NM_138481.2	1	1
MIR6889	NR_106949.1	1	1
ZC3H7B	NM_017590.6	1	1
TOB2	NM_016272.4	1	1
PHF5A	NM_032758.4	1	1
ACO2	NM_001098.3	1	1
LOC105373044	NR_134631.1	1	1
CSDC2	NM_014460.4	1	1
PMM1	NM_002676.3	1	1
DESI1	NM_015704.3	1	1
C22orf46	NR_160905.1	1	1
MEI1	NM_152513.4	1	1
SREBF2-AS1	NR_157279.1	1	1
MIR33A	NR_029507.1	1	1
MIR378I	NR_039760.1	1	1
TNFRSF13C	NM_052945.3	1	1
LINC00634	NR_024355.1	1	1
WBP2NL	NM_152613.3	1	1
PHETA2	NM_001002034.3	1	1
NDUFA6	NM_002490.6	1	1
NDUFA6-DT	NR_034118.2	1	1
OGFRP1	NR_036498.1	1	1
SERHL	NR_027786.1	1	1
RRP7A	NM_015703.5	1	1
RRP7BP	NR_002184.2	1	1
RNU12	NR_029422.1	1	1
ATP5MGL	NM_001165877.1	1	1
LOC100506679	NR_125362.1	1	1
BIK	NM_001197.5	1	1
TTLL12	NM_015140.4	1	1
SCUBE1	NM_173050.5	1	1
LOC105373051	NR_134632.1	1	1
LOC101927447	NR_134582.1	1	1
LINC01639	NR_146918.1	1	1
EFCAB6-AS1	NR_046563.1	1	1
SULT4A1	NM_014351.4	1	1
PNPLA3	NM_025225.3	1	1
SAMM50	NM_015380.5	1	1
SHISAL1	NM_001099294.2	1	1
LINC01656	NR_109966.1	1	1
RTL6	NM_032287.3	1	1
LINC00229	NR_044991.1	1	1
LOC101927551	NR_147506.1	1	1
LOC105373064	NR_146602.1	1	1
MIR1249	NR_031651.1	1	1
RIBC2	NM_015653.5	1	1
LINC01589	NR_131244.1	1	1
MIR4762	NR_039919.1	1	1
WNT7B	NM_058238.3	1	1
LOC730668	NR_027240.1	1	1
LINC00899	NR_027036.1	1	1
PRR34-AS1	NR_027034.1	1	1
LOC642648	NR_148973.1	1	1
MIR3619	NR_037413.1	1	1
CDPF1	NM_207327.5	1	1
PKDREJ	NM_006071.2	1	1
TTC38	NM_017931.3	1	1
GTSE1-DT	NR_024009.1	1	1
GTSE1	NM_016426.7	1	1
CELSR1	NM_014246.3	1	1
CERK	NM_022766.6	1	1
TBC1D22A-AS1	NR_122047.1	1	1
LOC339685	NR_144462.2	1	1
LINC01644	NR_109967.1	1	1
LINC00898	NR_033377.1	1	1
LOC284930	NR_122046.1	1	1
MIR3201	NR_036172.1	1	1
LOC284933	NR_038917.1	1	1
MIR4535	NR_039761.1	1	1
LINC01310	NR_038944.1	1	1
MIR3667	NR_037440.1	1	1
ZBED4	NM_014838.3	1	1
ALG12	NM_024105.4	1	1
PIM3	NM_001001852.4	1	1
MIR6821	NR_106879.1	1	1
TTLL8	NM_001350317.1	1	1
SELENOO	NM_031454.2	1	1
TUBGCP6	NM_020461.4	1	1
PLXNB2	NM_012401.4	1	1
DENND6B	NM_001001794.4	1	1
MIR12114	NR_162128.1	1	1
MIOX	NM_017584.6	1	1
ODF3B	NM_001014440.3	1	1
KLHDC7B	NM_138433.5	1	1
SYCE3	NM_001123225.3	1	1
MAPK8IP2	NM_012324.6	1	1
SHANK3	NM_001372044.1	1	1
LOC105373100	NR_134637.1	1	1
ACR	NM_001097.3	1	1
LINC01986	NR_110824.1	1	1
CHL1-AS1	NR_110739.1	1	1
LINC01266	NR_110118.1	1	1
CNTN4-AS2	NR_046555.1	1	1
CNTN4-AS1	NR_046554.1	1	1
LOC100130207	NR_149025.1	1	1
ITPR1-DT	NR_108075.1	1	1
EGOT	NR_004428.1	1	1
BHLHE40	NM_003670.3	1	1
ARL8B	NM_018184.3	1	1
EDEM1	NM_014674.3	1	1
MIR4790	NR_039953.1	1	1
GRM7-AS2	NR_131906.1	1	1
GRM7-AS1	NR_046606.1	1	1
LOC101927394	NR_110131.1	1	1
LMCD1-AS1	NR_033378.1	1	1
RAD18	NM_020165.4	1	1
SRGAP3-AS3	NR_103443.1	1	1
SRGAP3-AS4	NR_146969.1	1	1
LHFPL4	NM_198560.3	1	1
CAMK1	NM_003656.5	1	1
PRRT3-AS1	NR_046734.1	1	1
EMC3-AS1	NR_103821.1	1	1
CIDECP1	NR_002786.1	1	1
BRK1	NM_018462.5	1	1
IRAK2	NM_001570.4	1	1
LINC00852	NR_026829.1	1	1
MIR378B	NR_036084.1	1	1
MIR885	NR_030614.1	1	1
ATP2B2-IT2	NR_046766.1	1	1
SLC6A1-AS1	NR_046647.1	1	1
TIMP4	NM_003256.4	1	1
MKRN2OS	NM_001195279.1	1	1
LINC02022	NR_136189.1	1	1
NUP210	NM_024923.4	1	1
HDAC11-AS1	NR_046690.1	1	1
SNORA93	NR_132775.1	1	1
LINC00620	NR_027103.1	1	1
WNT7A	NM_004625.4	1	1
FGD5P1	NR_036481.2	1	1
TPRXL	NR_002223.3	1	1
TMEM43	NM_024334.2	1	1
LSM3	NM_014463.3	1	1
LINC01267	NR_110135.1	1	1
GRIP2	NM_001080423.4	1	1
LINC02011	NR_135245.1	1	1
COL6A4P1	NR_027927.1	1	1
CAPN7	NM_014296.3	1	1
SH3BP5-AS1	NR_046084.1	1	1
EAF1	NM_033083.7	1	1
MIR4270	NR_036232.1	1	1
MIR3134	NR_036085.1	1	1
MIR563	NR_030289.1	1	1
RFTN1	NM_015150.2	1	1
LINC00690	NR_103843.1	1	1
LOC105376975	NR_135536.1	1	1
LOC339862	NR_161333.1	1	1
SATB1-AS1	NR_125803.1	1	1
KCNH8	NM_144633.3	1	1
MIR4791	NR_039954.1	1	1
KAT2B	NM_003884.5	1	1
MIR3135A	NR_036086.1	1	1
SGO1-AS1	NR_132785.1	1	1
LOC101927829	NR_110814.1	1	1
VENTXP7	NR_002311.1	1	1
ZNF385D	NM_024697.3	1	1
ZNF385D-AS1	NR_046731.1	1	1
ZNF385D-AS2	NR_046876.1	1	1
UBE2E1-AS1	NR_046652.1	1	1
NKIRAS1	NM_020345.3	1	1
LINC00691	NR_026834.1	1	1
LOC101927854	NR_121667.1	1	1
THRB-AS1	NR_046244.1	1	1
RARB-AS1	NR_134933.1	1	1
MIR4442	NR_039644.1	1	1
LINC00692	NR_034055.1	1	1
LINC01980	NR_146630.1	1	1
LINC01981	NR_132438.1	1	1
LINC00693	NR_038840.1	1	1
RBMS3-AS3	NR_109804.1	1	1
RBMS3-AS1	NR_046556.1	1	1
LINC01985	NR_147054.1	1	1
GADL1	NM_207359.2	1	1
MIR466	NR_130459.1	1	1
STT3B	NM_178862.3	1	1
OSBPL10-AS1	NR_049771.1	1	1
ZNF860	NM_001137674.3	1	1
GPD1L	NM_015141.3	1	1
CMTM6	NM_017801.3	1	1
MIR548AY	NR_106753.1	1	1
TRIM71	NM_001039111.3	1	1
CCR4	NM_005508.5	1	1
CRTAP	NM_006371.5	1	1
SUSD5	NM_015551.2	1	1
LOC101928135	NR_110817.1	1	1
MIR128-2	NR_029824.1	1	1
DCLK3	NM_033403.1	1	1
LINC02033	NR_147141.1	1	1
EPM2AIP1	NM_014805.4	1	1
LOC152048	NR_149029.1	1	1
ITGA9	NM_002207.3	1	1
MIR26A1	NR_029499.1	1	1
OXSR1	NM_005109.3	1	1
SLC22A13	NM_004256.4	1	1
ACVR2B-AS1	NR_028389.1	1	1
ACVR2B	NM_001106.4	1	1
MIR6822	NR_106880.1	1	1
CCR8	NM_005201.4	1	1
SNORA6	NR_002325.1	1	1
SNORA62	NR_002324.1	1	1
EIF1B-AS1	NR_033965.1	1	1
EIF1B	NM_005875.3	1	1
ENTPD3-AS1	NR_040100.1	1	1
VIPR1-AS1	NR_046654.1	1	1
LOC101928323	NR_125400.1	1	1
ZBTB47	NM_145166.4	1	1
KLHL40	NM_152393.4	1	1
HHATL-AS1	NR_146957.1	1	1
CCDC13	NM_144719.4	1	1
CCDC13-AS1	NR_046732.1	1	1
LINC02158	NR_122070.1	1	1
ACKR2	NM_001296.5	1	1
CYP8B1	NM_004391.3	1	1
KRBOX1-AS1	NR_122033.1	1	1
KRBOX1	NM_001205272.1	1	1
GASK1A	NM_001129908.3	1	1
POMGNT2	NM_032806.6	1	1
SNRK-AS1	NR_046757.1	1	1
MIR138-1	NR_029700.1	1	1
TOPAZ1	NM_001145030.2	1	1
LINC01988	NR_144436.1	1	1
ZNF852	NM_001287349.2	1	1
ZKSCAN7-AS1	NR_157564.1	1	1
ZNF197-AS1	NR_046658.1	1	1
ZNF35	NM_003420.4	1	1
KIF15	NM_020242.3	1	1
TGM4	NM_003241.4	1	1
TMEM158	NM_015444.3	1	1
LARS2-AS1	NR_048543.1	1	1
LIMD1	NM_014240.3	1	1
LIMD1-AS1	NR_033947.1	1	1
FYCO1	NM_024513.4	1	1
CXCR6	NM_006564.2	1	1
CCR1	NM_001295.3	1	1
CCR5AS	NR_125406.1	1	1
LINC02009	NR_151704.1	1	1
RTP3	NM_031440.2	1	1
LRRC2	NM_024512.5	1	1
LRRC2-AS1	NR_073385.1	1	1
FAM240A	NM_001195442.2	1	1
PRSS50	NM_013270.5	1	1
PRSS46P	NR_147121.1	1	1
PRSS45P	NR_160553.1	1	1
PRSS43P	NR_160552.1	1	1
PRSS44P	NR_160551.1	1	1
MYL3	NM_000258.3	1	1
NRADDP	NR_024046.1	1	1
KIF9-AS1	NR_033373.1	1	1
SNORD13J	NR_145712.1	1	1
KLHL18	NM_025010.5	1	1
SMARCC1	NM_003074.4	1	1
SNORD146	NR_145791.1	1	1
MIR1226	NR_031595.1	1	1
MIR4443	NR_039645.1	1	1
CAMP	NM_004345.5	1	1
ZNF589	NM_016089.3	1	1
FCF1P2	NR_134638.1	1	1
SPINK8	NM_001080525.2	1	1
MIR2115	NR_031749.1	1	1
MIR6823	NR_106881.1	1	1
UCN2	NM_033199.4	1	1
UQCRC1	NM_003365.3	1	1
SNORA94	NR_132776.1	1	1
TMEM89	NM_001008269.3	1	1
LINC02585	NR_111921.1	1	1
SLC25A20	NM_000387.6	1	1
ARIH2OS	NR_161301.1	1	1
MIR425	NR_029948.1	1	1
MIR191	NR_029690.1	1	1
IMPDH2	NM_000884.3	1	1
MIR6890	NR_106950.1	1	1
LAMB2	NM_002292.4	1	1
LAMB2P1	NR_004405.1	1	1
CCDC71	NM_022903.4	1	1
KLHDC8B	NM_173546.3	1	1
C3orf84	NM_001080528.3	1	1
MIR4271	NR_036233.1	1	1
TCTA	NM_022171.2	1	1
BSN-DT	NR_038866.1	1	1
BSN	NM_003458.4	1	1
APEH	NM_001640.4	1	1
AMIGO3	NM_198722.3	1	1
CDHR4	NM_001007540.4	1	1
TRAIP	NM_005879.3	1	1
RBM5-AS1	NR_045388.1	1	1
SEMA3F-AS1	NR_135301.1	1	1
SLC38A3	NM_006841.6	1	1
MIR5787	NR_106714.1	1	1
SEMA3B-AS1	NR_110702.1	1	1
IFRD2	NM_006764.4	1	1
TUSC2	NM_007275.2	1	1
RASSF1-AS1	NR_109831.1	1	1
NPRL2	NM_006545.5	1	1
TMEM115	NM_007024.5	1	1
MANF	NM_006010.6	1	1
RBM15B	NM_013286.5	1	1
IQCF2	NM_203424.2	1	1
IQCF5-AS1	NR_109984.1	1	1
IQCF5	NM_001145059.2	1	1
IQCF1	NM_152397.3	1	1
RRP9	NM_004704.5	1	1
GPR62	NM_080865.4	1	1
RPL29	NM_000992.3	1	1
DUSP7	NM_001947.4	1	1
LINC00696	NR_027331.1	1	1
TLR9	NM_017442.3	1	1
TWF2	NM_007284.4	1	1
LOC101929054	NR_135307.1	1	1
WDR82	NM_025222.4	1	1
MIRLET7G	NR_029660.1	1	1
GLYCTK-AS1	NR_046719.1	1	1
MIR135A1	NR_029677.1	1	1
DNAH1	NM_015512.5	1	1
BAP1	NM_004656.4	1	1
SEMA3G	NM_020163.3	1	1
TNNC1	NM_003280.3	1	1
STAB1	NM_015136.3	1	1
SMIM4	NM_001124767.2	1	1
SNORD136	NR_132757.1	1	1
SNORD19	NR_003047.1	1	1
SNORD19B	NR_003687.1	1	1
SNORD19C	NR_145744.1	1	1
SNORD69	NR_003057.1	1	1
SPCS1	NM_014041.5	1	1
ITIH3	NM_002217.3	1	1
ITIH4-AS1	NR_046615.1	1	1
MIR8064	NR_107031.1	1	1
SFMBT1	NM_016329.4	1	1
RFT1	NM_052859.4	1	1
SNORD38C	NR_145715.1	1	1
CHDH	NM_018397.5	1	1
IL17RB	NM_018725.4	1	1
ACTR8	NM_022899.5	1	1
SELENOK	NM_021237.5	1	1
CACNA2D3	NM_018398.3	1	1
ESRG	NR_027122.1	1	1
CACNA2D3-AS1	NR_046666.1	1	1
LINC02017	NR_147142.1	1	1
ERC2-IT1	NR_024615.1	1	1
MIR3938	NR_037502.1	1	1
ARHGEF3-AS1	NR_046572.1	1	1
SPATA12	NM_181727.2	1	1
HESX1	NM_003865.3	1	1
ARF4	NM_001660.4	1	1
DENND6A	NM_152678.3	1	1
DENND6A-DT	NR_135550.1	1	1
FLNB-AS1	NR_135534.1	1	1
ACOX2	NM_003500.4	1	1
FAM3D-AS1	NR_134853.1	1	1
FAM3D	NM_138805.3	1	1
C3orf67-AS1	NR_110820.1	1	1
LOC339902	NR_149028.1	1	1
MIR548BB	NR_128708.1	1	1
PTPRG	NM_002841.4	1	1
FEZF2	NM_018008.4	1	1
LINC00698	NR_027104.1	1	1
SYNPR-AS1	NR_046677.1	1	1
C3orf49	NM_001355236.2	1	1
THOC7-AS1	NR_104326.1	1	1
SCAANT1	NR_148359.1	1	1
PSMD6-AS2	NR_038286.1	1	1
PRICKLE2-AS1	NR_045697.1	1	1
LINC00994	NR_033978.1	1	1
PRICKLE2-AS2	NR_046701.1	1	1
PRICKLE2-AS3	NR_046702.1	1	1
ADAMTS9-AS2	NR_038264.1	1	1
MAGI1-IT1	NR_145422.1	1	1
MAGI1-AS1	NR_046575.1	1	1
LRIG1	NM_015541.2	1	1
LOC105377143	NR_135533.1	1	1
KBTBD8	NM_032505.3	1	1
MIR4272	NR_036234.1	1	1
LOC105377146	NR_135532.1	1	1
MIR3136	NR_036087.1	1	1
ARL6IP5	NM_006407.4	1	1
FRMD4B	NM_015123.3	1	1
SAMMSON	NR_110000.1	1	1
FOXP1-AS1	NR_126463.1	1	1
MIR1284	NR_031697.1	1	1
GPR27	NM_018971.3	1	1
LINC00877	NR_104116.1	1	1
LINC00870	NR_038221.1	1	1
RYBP	NM_012234.6	1	1
LOC105377162	NR_135531.1	1	1
SHQ1	NM_018130.3	1	1
EBLN2	NM_018029.4	1	1
LOC101927296	NR_121660.1	1	1
PDZRN3-AS1	NR_046681.1	1	1
LINC02005	NR_146637.1	1	1
CNTN3	NM_020872.2	1	1
MIR4444-2	NR_049831.1	1	1
FAM86DP	NR_024241.1	1	1
MIR1324	NR_031714.1	1	1
FRG2C	NM_001124759.3	1	1
MIR4273	NR_036235.1	1	1
LINC02077	NR_146636.1	1	1
LOC101927374	NR_110133.1	1	1
MIR3923	NR_037488.1	1	1
LINC02027	NR_132411.1	1	1
GBE1	NM_000158.4	1	1
LINC02008	NR_147146.1	1	1
LINC00971	NR_033860.1	1	1
LINC02025	NR_147147.1	1	1
SNORA95	NR_132777.1	1	1
MIR5688	NR_049870.1	1	1
CADM2-AS2	NR_046752.1	1	1
LINC02070	NR_135563.1	1	1
MIR4795	NR_039958.1	1	1
C3orf38	NM_173824.4	1	1
STX19	NM_001001850.3	1	1
NSUN3	NM_022072.5	1	1
LINC00879	NR_015400.2	1	1
MTHFD2P1	NR_077228.1	1	1
MIR8060	NR_107027.1	1	1
CRYBG3	NM_153605.4	1	1
GABRR3	NM_001105580.2	1	1
OR5AC2	NM_054106.1	1	1
OR5H1	NM_001005338.1	1	1
OR5H14	NM_001005514.1	1	1
OR5H15	NM_001005515.1	1	1
OR5H6	NM_001005479.2	1	1
OR5H2	NM_001005482.1	1	1
OR5K4	NM_001005517.1	1	1
OR5K3	NM_001005516.1	1	1
OR5K1	NM_001004736.3	1	1
OR5K2	NM_001004737.1	1	1
GPR15	NM_005290.4	1	1
CPOX	NM_000097.7	1	1
ST3GAL6-AS1	NR_046683.1	1	1
DCBLD2	NM_080927.4	1	1
HP09053	NR_110821.1	1	1
MIR3921	NR_037486.1	1	1
NIT2	NM_020202.5	1	1
TOMM70	NM_014820.5	1	1
LNP1	NM_001085451.2	1	1
IMPG2	NM_016247.4	1	1
FAM172BP	NR_036433.2	1	1
TRMT10C	NM_017819.4	1	1
ZBTB11	NM_014415.4	1	1
ZBTB11-AS1	NR_024407.1	1	1
RPL24	NM_000986.4	1	1
PDCL3P4	NR_002941.2	1	1
LINC02085	NR_026934.1	1	1
LOC101929411	NR_135549.1	1	1
MIR548AB	NR_039611.1	1	1
LINC00882	NR_028303.1	1	1
CCDC54	NM_032600.3	1	1
LOC101929579	NR_126332.1	1	1
LINC01990	NR_110039.1	1	1
LINC00636	NR_015394.1	1	1
IFT57	NM_018010.4	1	1
MYH15	NM_014981.2	1	1
CIP2A	NM_020890.3	1	1
DZIP3	NM_014648.4	1	1
RETNLB	NM_032579.2	1	1
MORC1	NM_014429.4	1	1
MORC1-AS1	NR_144461.1	1	1
LINC00488	NR_026767.1	1	1
DPPA2	NM_138815.4	1	1
MIR4445	NR_039647.1	1	1
NECTIN3-AS1	NR_045114.1	1	1
ZBED2	NM_024508.5	1	1
PLCXD2-AS1	NR_046733.1	1	1
MIR567	NR_030292.1	1	1
TBILA	NR_157393.1	1	1
LINC01279	NR_109779.1	1	1
LINC02042	NR_110017.1	1	1
MIR9900	NR_162092.1	1	1
LINC02044	NR_110823.1	1	1
CFAP44-AS1	NR_046728.1	1	1
MIR8076	NR_107043.1	1	1
MIR4446	NR_039648.1	1	1
ATP6V1A	NM_001690.4	1	1
ZNF80	NM_007136.3	1	1
TIGIT	NM_173799.4	1	1
ZBTB20-AS1	NR_038993.1	1	1
ZBTB20-AS5	NR_121661.1	1	1
MIR4796	NR_039959.1	1	1
ZBTB20-AS3	NR_126422.1	1	1
ZBTB20-AS4	NR_046877.1	1	1
SNORD155	NR_145779.1	1	1
LSAMP-AS1	NR_109998.1	1	1
LINC00903	NR_046624.1	1	1
TUSC7	NR_015391.1	1	1
MIR4447	NR_039649.1	1	1
LINC00901	NR_121607.1	1	1
LINC02024	NR_146652.1	1	1
LOC105374060	NR_135547.1	1	1
LOC101926968	NR_135573.1	1	1
IGSF11-AS1	NR_046230.1	1	1
TEX55	NM_152539.3	1	1
UPK1B	NM_006952.4	1	1
B4GALT4-AS1	NR_046574.1	1	1
ARHGAP31	NM_020754.4	1	1
ARHGAP31-AS1	NR_046748.1	1	1
TIMMDC1	NM_016589.4	1	1
CD80	NM_005191.4	1	1
COX17	NM_005694.1	1	1
MIR6529	NR_162125.1	1	1
